Tract,Name,MedianIncome,TotalPopulation,MedianAge,PopulationWhiteAlone,PopulationBlackAlone,PopulationAmericanIndianAlaskaNativeAlone,PopulationAsianAlone,PopulationNativeHawaiianPacificIslanderAlone,PopulationSomeOtherRaceAlone,PopulationTwoOrMoreRaces,PopulationNotHispanicWhiteAlone,PopulationHispanic,MedianGrossRent,MedianHomeValue,MedianYearStructureBuilt,TotalHousingUnits,TotalVacantHousingUnits,OccupiedHousingUnitsOwnerOccupied,OccupiedHousingUnitsRenterOccupied,TravelTimeToWork_lessthan5min,TravelTimeToWork_5to9min,TravelTimeToWork_10to14min,TravelTimeToWork_15to19min,TravelTimeToWork_20to24min,TravelTimeToWork_25to29min,TravelTimeToWork_30to34min,TravelTimeToWork_35to44min,TravelTimeToWork_45to59min,TravelTimeToWork_60to89min,TravelTimeToWork_90ormoremin,MeansOfTransportationToWork_CarTruckVan,MeansOfTransportationToWork_PublicTransportation,MeansOfTransportationToWork_Bicycle,MeansOfTransportationToWork_Walked,MeansOfTransportationToWork_WorkedFromHome,geometry,GEOID
018600,Block Group 3; Census Tract 186; New York County; New York,42500,2134,31.8,59,1490,0,87,0,480,18,0,806,742,-666666666,1955,736,0,0,736,0,0,7,123,0,36,260,0,0,72,169,177,415,0,66,46,"POLYGON ((-73.95201481907638 40.7988324903142, -73.9515288199307 40.79945849094997, -73.95119082051244 40.79994749149945, -73.95109382067858 40.80009049166232, -73.95063582147104 40.80071949233619, -73.9504418218069 40.80098149261197, -73.95018582224856 40.80133149298391, -73.94862482552585 40.80066548958662, -73.9477908272804 40.80030948777459, -73.94697382900164 40.79996048600128, -73.94729482845267 40.79951748553034, -73.94739982827267 40.79937348537787, -73.94773482769756 40.79891348488948, -73.94781582755785 40.79880448477568, -73.9483108267045 40.79812848405881, -73.94879182587134 40.79747748337152, -73.94909682534343 40.79705648291787, -73.94921982512541 40.79690948278064, -73.94960382431779 40.79704948356206, -73.95054082233867 40.79744148557263, -73.95057782226066 40.79745648565112, -73.95086782164884 40.79757748627336, -73.95091282155389 40.7975964863704, -73.95248281824678 40.79825248974607, -73.95201481907638 40.7988324903142))",36061018600
018700,Block Group 1; Census Tract 187; New York County; New York,-666666666,2776,35.7,1989,254,0,3,0,59,471,1986,533,2949,2000001,1938,761,21,326,414,0,0,0,73,36,0,164,17,17,0,0,0,221,0,73,1148,"POLYGON ((-73.98063376095138 40.80328253722415, -73.97471377304717 40.80085052423068, -73.97439077371223 40.8007025234926, -73.97424677400842 40.80064052317209, -73.97255377749164 40.79995251949588, -73.97192377878937 40.79970451814717, -73.97042278189181 40.79907051484807, -73.96900078483759 40.79847551174144, -73.96757478779998 40.79786950861329, -73.9680377869463 40.79724950791713, -73.96847578613918 40.79664250721353, -73.96895578525083 40.79598750646143, -73.96937878446612 40.79540750579073, -73.96941478439894 40.79536050573852, -73.9708357814369 40.79596250884196, -73.97225677848246 40.79656051194376, -73.97365077559088 40.79714851499609, -73.97412977459997 40.79734051602514, -73.97520977236856 40.79777351834822, -73.97539777198065 40.79784751875006, -73.97563377149338 40.79794551926553, -73.97582977108938 40.7980215196823, -73.97649176972473 40.79828852111278, -73.98251575737571 40.80070553416735, -73.98063376095138 40.80328253722415))",36061018700
018700,Block Group 2; Census Tract 187; New York County; New York,250001,2210,46.0,1270,617,0,157,0,0,166,1199,107,2394,1236600,1938,1042,198,476,368,0,0,0,33,290,14,226,46,61,103,96,79,736,0,150,179,"POLYGON ((-73.98063376095138 40.80328253722415, -73.97471377304717 40.80085052423068, -73.97439077371223 40.8007025234926, -73.97424677400842 40.80064052317209, -73.97255377749164 40.79995251949588, -73.97192377878937 40.79970451814717, -73.97042278189181 40.79907051484807, -73.96900078483759 40.79847551174144, -73.96757478779998 40.79786950861329, -73.9680377869463 40.79724950791713, -73.96847578613918 40.79664250721353, -73.96895578525083 40.79598750646143, -73.96937878446612 40.79540750579073, -73.96941478439894 40.79536050573852, -73.9708357814369 40.79596250884196, -73.97225677848246 40.79656051194376, -73.97365077559088 40.79714851499609, -73.97412977459997 40.79734051602514, -73.97520977236856 40.79777351834822, -73.97539777198065 40.79784751875006, -73.97563377149338 40.79794551926553, -73.97582977108938 40.7980215196823, -73.97649176972473 40.79828852111278, -73.98251575737571 40.80070553416735, -73.98063376095138 40.80328253722415))",36061018700
018700,Block Group 3; Census Tract 187; New York County; New York,115263,648,39.6,471,49,0,118,0,10,0,421,60,2160,-666666666,1938,348,88,0,260,0,0,0,36,40,0,48,0,0,0,0,0,84,0,40,181,"POLYGON ((-73.98063376095138 40.80328253722415, -73.97471377304717 40.80085052423068, -73.97439077371223 40.8007025234926, -73.97424677400842 40.80064052317209, -73.97255377749164 40.79995251949588, -73.97192377878937 40.79970451814717, -73.97042278189181 40.79907051484807, -73.96900078483759 40.79847551174144, -73.96757478779998 40.79786950861329, -73.9680377869463 40.79724950791713, -73.96847578613918 40.79664250721353, -73.96895578525083 40.79598750646143, -73.96937878446612 40.79540750579073, -73.96941478439894 40.79536050573852, -73.9708357814369 40.79596250884196, -73.97225677848246 40.79656051194376, -73.97365077559088 40.79714851499609, -73.97412977459997 40.79734051602514, -73.97520977236856 40.79777351834822, -73.97539777198065 40.79784751875006, -73.97563377149338 40.79794551926553, -73.97582977108938 40.7980215196823, -73.97649176972473 40.79828852111278, -73.98251575737571 40.80070553416735, -73.98063376095138 40.80328253722415))",36061018700
018700,Block Group 4; Census Tract 187; New York County; New York,94866,1838,38.6,413,47,0,210,0,874,294,387,1174,2502,-666666666,1938,815,56,152,607,0,0,0,0,20,173,220,24,17,25,22,47,841,0,27,298,"POLYGON ((-73.98063376095138 40.80328253722415, -73.97471377304717 40.80085052423068, -73.97439077371223 40.8007025234926, -73.97424677400842 40.80064052317209, -73.97255377749164 40.79995251949588, -73.97192377878937 40.79970451814717, -73.97042278189181 40.79907051484807, -73.96900078483759 40.79847551174144, -73.96757478779998 40.79786950861329, -73.9680377869463 40.79724950791713, -73.96847578613918 40.79664250721353, -73.96895578525083 40.79598750646143, -73.96937878446612 40.79540750579073, -73.96941478439894 40.79536050573852, -73.9708357814369 40.79596250884196, -73.97225677848246 40.79656051194376, -73.97365077559088 40.79714851499609, -73.97412977459997 40.79734051602514, -73.97520977236856 40.79777351834822, -73.97539777198065 40.79784751875006, -73.97563377149338 40.79794551926553, -73.97582977108938 40.7980215196823, -73.97649176972473 40.79828852111278, -73.98251575737571 40.80070553416735, -73.98063376095138 40.80328253722415))",36061018700
018700,Block Group 5; Census Tract 187; New York County; New York,87174,2023,38.1,1031,177,0,402,0,400,13,1023,411,3070,-666666666,1938,794,92,0,702,0,0,23,92,108,241,141,17,0,34,33,108,419,47,110,129,"POLYGON ((-73.98063376095138 40.80328253722415, -73.97471377304717 40.80085052423068, -73.97439077371223 40.8007025234926, -73.97424677400842 40.80064052317209, -73.97255377749164 40.79995251949588, -73.97192377878937 40.79970451814717, -73.97042278189181 40.79907051484807, -73.96900078483759 40.79847551174144, -73.96757478779998 40.79786950861329, -73.9680377869463 40.79724950791713, -73.96847578613918 40.79664250721353, -73.96895578525083 40.79598750646143, -73.96937878446612 40.79540750579073, -73.96941478439894 40.79536050573852, -73.9708357814369 40.79596250884196, -73.97225677848246 40.79656051194376, -73.97365077559088 40.79714851499609, -73.97412977459997 40.79734051602514, -73.97520977236856 40.79777351834822, -73.97539777198065 40.79784751875006, -73.97563377149338 40.79794551926553, -73.97582977108938 40.7980215196823, -73.97649176972473 40.79828852111278, -73.98251575737571 40.80070553416735, -73.98063376095138 40.80328253722415))",36061018700
018700,Block Group 6; Census Tract 187; New York County; New York,196250,558,43.4,558,0,0,0,0,0,0,558,0,-666666666,-666666666,1938,373,59,195,119,0,0,0,24,52,26,67,11,68,0,0,0,227,21,0,0,"POLYGON ((-73.98063376095138 40.80328253722415, -73.97471377304717 40.80085052423068, -73.97439077371223 40.8007025234926, -73.97424677400842 40.80064052317209, -73.97255377749164 40.79995251949588, -73.97192377878937 40.79970451814717, -73.97042278189181 40.79907051484807, -73.96900078483759 40.79847551174144, -73.96757478779998 40.79786950861329, -73.9680377869463 40.79724950791713, -73.96847578613918 40.79664250721353, -73.96895578525083 40.79598750646143, -73.96937878446612 40.79540750579073, -73.96941478439894 40.79536050573852, -73.9708357814369 40.79596250884196, -73.97225677848246 40.79656051194376, -73.97365077559088 40.79714851499609, -73.97412977459997 40.79734051602514, -73.97520977236856 40.79777351834822, -73.97539777198065 40.79784751875006, -73.97563377149338 40.79794551926553, -73.97582977108938 40.7980215196823, -73.97649176972473 40.79828852111278, -73.98251575737571 40.80070553416735, -73.98063376095138 40.80328253722415))",36061018700
018800,Block Group 1; Census Tract 188; New York County; New York,-666666666,696,50.5,112,149,114,26,0,137,158,62,530,1745,-666666666,1994,557,65,61,431,0,6,0,0,15,0,0,17,29,161,71,6,276,17,0,74,"POLYGON ((-73.94002084350716 40.79794647289786, -73.93995384362033 40.79803547298712, -73.93986984376156 40.79814947310376, -73.93952184434507 40.79862447359152, -73.93906184511425 40.79925247423449, -73.93860284587846 40.79988247488043, -73.93636085064574 40.79893447007754, -73.93399085570471 40.79793146501714, -73.93445585493451 40.79730946440269, -73.93491285418031 40.79667946375985, -73.93534085347044 40.79609446316559, -73.93540785335897 40.79600346307353, -73.93591185252082 40.79531146236469, -73.9375228490705 40.79598246576955, -73.93794584816611 40.79615846666462, -73.93828484744149 40.79630046738426, -73.94051884267043 40.79726047218433, -73.94002084350716 40.79794647289786))",36061018800
018800,Block Group 2; Census Tract 188; New York County; New York,81115,1237,32.7,237,183,69,19,0,590,139,112,938,1836,-666666666,1955,606,115,22,469,5,2,41,22,0,21,412,24,38,164,37,20,671,27,48,82,"POLYGON ((-73.94002084350716 40.79794647289786, -73.93995384362033 40.79803547298712, -73.93986984376156 40.79814947310376, -73.93952184434507 40.79862447359152, -73.93906184511425 40.79925247423449, -73.93860284587846 40.79988247488043, -73.93636085064574 40.79893447007754, -73.93399085570471 40.79793146501714, -73.93445585493451 40.79730946440269, -73.93491285418031 40.79667946375985, -73.93534085347044 40.79609446316559, -73.93540785335897 40.79600346307353, -73.93591185252082 40.79531146236469, -73.9375228490705 40.79598246576955, -73.93794584816611 40.79615846666462, -73.93828484744149 40.79630046738426, -73.94051884267043 40.79726047218433, -73.94002084350716 40.79794647289786))",36061018800
018800,Block Group 3; Census Tract 188; New York County; New York,59688,1140,33.0,227,522,0,0,0,310,81,165,453,1940,-666666666,1950,742,269,0,473,0,0,114,58,94,43,80,23,15,176,113,97,341,112,166,25,"POLYGON ((-73.94002084350716 40.79794647289786, -73.93995384362033 40.79803547298712, -73.93986984376156 40.79814947310376, -73.93952184434507 40.79862447359152, -73.93906184511425 40.79925247423449, -73.93860284587846 40.79988247488043, -73.93636085064574 40.79893447007754, -73.93399085570471 40.79793146501714, -73.93445585493451 40.79730946440269, -73.93491285418031 40.79667946375985, -73.93534085347044 40.79609446316559, -73.93540785335897 40.79600346307353, -73.93591185252082 40.79531146236469, -73.9375228490705 40.79598246576955, -73.93794584816611 40.79615846666462, -73.93828484744149 40.79630046738426, -73.94051884267043 40.79726047218433, -73.94002084350716 40.79794647289786))",36061018800
018800,Block Group 4; Census Tract 188; New York County; New York,12006,1285,38.2,271,581,125,184,0,87,37,248,418,1313,-666666666,1947,869,74,0,795,0,42,19,30,95,15,203,16,142,0,15,66,368,101,42,58,"POLYGON ((-73.94002084350716 40.79794647289786, -73.93995384362033 40.79803547298712, -73.93986984376156 40.79814947310376, -73.93952184434507 40.79862447359152, -73.93906184511425 40.79925247423449, -73.93860284587846 40.79988247488043, -73.93636085064574 40.79893447007754, -73.93399085570471 40.79793146501714, -73.93445585493451 40.79730946440269, -73.93491285418031 40.79667946375985, -73.93534085347044 40.79609446316559, -73.93540785335897 40.79600346307353, -73.93591185252082 40.79531146236469, -73.9375228490705 40.79598246576955, -73.93794584816611 40.79615846666462, -73.93828484744149 40.79630046738426, -73.94051884267043 40.79726047218433, -73.94002084350716 40.79794647289786))",36061018800
018900,Block Group 1; Census Tract 189; New York County; New York,89219,889,53.2,482,26,0,83,0,136,162,482,231,3250,-666666666,1938,824,321,142,361,0,0,0,25,26,23,166,44,24,18,30,1,340,26,25,76,"POLYGON ((-73.9680377869463 40.79724950791713, -73.96757478779998 40.79786950861329, -73.96711978863333 40.79850250934478, -73.96666178947075 40.79913251006379, -73.96620579030203 40.79976051077894, -73.9657107912025 40.80043651154078, -73.96286879710532 40.79923950532917, -73.96147780000479 40.79865350229854, -73.96003680301715 40.79803749914736, -73.96052280214481 40.79736849839885, -73.96097880132437 40.79673749768735, -73.96143980049075 40.79611049698833, -73.96189879965942 40.79547949627612, -73.96235879882316 40.79485149556913, -73.96283379795717 40.79420249483558, -73.96411079527888 40.79471049753554, -73.96430279487672 40.79478649794114, -73.96513179312861 40.79520449988096, -73.96562779208395 40.79545550104478, -73.96622579083342 40.79570450233732, -73.96663678997467 40.79587550322606, -73.96702178917067 40.79603650406081, -73.96712778894945 40.79608050429004, -73.96847578613918 40.79664250721353, -73.9680377869463 40.79724950791713))",36061018900
018900,Block Group 2; Census Tract 189; New York County; New York,-666666666,2429,38.6,1236,410,0,411,0,254,118,980,887,1125,-666666666,1938,1104,75,219,810,25,0,125,175,126,0,313,0,41,130,54,139,292,216,268,295,"POLYGON ((-73.9680377869463 40.79724950791713, -73.96757478779998 40.79786950861329, -73.96711978863333 40.79850250934478, -73.96666178947075 40.79913251006379, -73.96620579030203 40.79976051077894, -73.9657107912025 40.80043651154078, -73.96286879710532 40.79923950532917, -73.96147780000479 40.79865350229854, -73.96003680301715 40.79803749914736, -73.96052280214481 40.79736849839885, -73.96097880132437 40.79673749768735, -73.96143980049075 40.79611049698833, -73.96189879965942 40.79547949627612, -73.96235879882316 40.79485149556913, -73.96283379795717 40.79420249483558, -73.96411079527888 40.79471049753554, -73.96430279487672 40.79478649794114, -73.96513179312861 40.79520449988096, -73.96562779208395 40.79545550104478, -73.96622579083342 40.79570450233732, -73.96663678997467 40.79587550322606, -73.96702178917067 40.79603650406081, -73.96712778894945 40.79608050429004, -73.96847578613918 40.79664250721353, -73.9680377869463 40.79724950791713))",36061018900
018900,Block Group 3; Census Tract 189; New York County; New York,-666666666,1779,31.7,359,1019,0,0,0,319,82,0,1013,662,-666666666,1954,796,0,0,796,0,0,0,0,0,58,105,0,121,25,125,42,392,0,0,25,"POLYGON ((-73.9680377869463 40.79724950791713, -73.96757478779998 40.79786950861329, -73.96711978863333 40.79850250934478, -73.96666178947075 40.79913251006379, -73.96620579030203 40.79976051077894, -73.9657107912025 40.80043651154078, -73.96286879710532 40.79923950532917, -73.96147780000479 40.79865350229854, -73.96003680301715 40.79803749914736, -73.96052280214481 40.79736849839885, -73.96097880132437 40.79673749768735, -73.96143980049075 40.79611049698833, -73.96189879965942 40.79547949627612, -73.96235879882316 40.79485149556913, -73.96283379795717 40.79420249483558, -73.96411079527888 40.79471049753554, -73.96430279487672 40.79478649794114, -73.96513179312861 40.79520449988096, -73.96562779208395 40.79545550104478, -73.96622579083342 40.79570450233732, -73.96663678997467 40.79587550322606, -73.96702178917067 40.79603650406081, -73.96712778894945 40.79608050429004, -73.96847578613918 40.79664250721353, -73.9680377869463 40.79724950791713))",36061018900
018900,Block Group 4; Census Tract 189; New York County; New York,75150,1123,43.7,695,141,0,41,0,156,90,497,417,2292,-666666666,1938,522,65,141,316,0,0,53,50,52,0,143,0,70,0,34,12,236,73,81,52,"POLYGON ((-73.9680377869463 40.79724950791713, -73.96757478779998 40.79786950861329, -73.96711978863333 40.79850250934478, -73.96666178947075 40.79913251006379, -73.96620579030203 40.79976051077894, -73.9657107912025 40.80043651154078, -73.96286879710532 40.79923950532917, -73.96147780000479 40.79865350229854, -73.96003680301715 40.79803749914736, -73.96052280214481 40.79736849839885, -73.96097880132437 40.79673749768735, -73.96143980049075 40.79611049698833, -73.96189879965942 40.79547949627612, -73.96235879882316 40.79485149556913, -73.96283379795717 40.79420249483558, -73.96411079527888 40.79471049753554, -73.96430279487672 40.79478649794114, -73.96513179312861 40.79520449988096, -73.96562779208395 40.79545550104478, -73.96622579083342 40.79570450233732, -73.96663678997467 40.79587550322606, -73.96702178917067 40.79603650406081, -73.96712778894945 40.79608050429004, -73.96847578613918 40.79664250721353, -73.9680377869463 40.79724950791713))",36061018900
018900,Block Group 5; Census Tract 189; New York County; New York,57600,1138,66.8,482,139,0,102,0,353,62,396,467,1350,-666666666,1938,512,114,115,283,0,0,0,0,28,152,133,0,31,0,0,0,338,0,31,0,"POLYGON ((-73.9680377869463 40.79724950791713, -73.96757478779998 40.79786950861329, -73.96711978863333 40.79850250934478, -73.96666178947075 40.79913251006379, -73.96620579030203 40.79976051077894, -73.9657107912025 40.80043651154078, -73.96286879710532 40.79923950532917, -73.96147780000479 40.79865350229854, -73.96003680301715 40.79803749914736, -73.96052280214481 40.79736849839885, -73.96097880132437 40.79673749768735, -73.96143980049075 40.79611049698833, -73.96189879965942 40.79547949627612, -73.96235879882316 40.79485149556913, -73.96283379795717 40.79420249483558, -73.96411079527888 40.79471049753554, -73.96430279487672 40.79478649794114, -73.96513179312861 40.79520449988096, -73.96562779208395 40.79545550104478, -73.96622579083342 40.79570450233732, -73.96663678997467 40.79587550322606, -73.96702178917067 40.79603650406081, -73.96712778894945 40.79608050429004, -73.96847578613918 40.79664250721353, -73.9680377869463 40.79724950791713))",36061018900
018900,Block Group 6; Census Tract 189; New York County; New York,18268,3811,30.1,872,623,0,233,0,1163,920,300,2600,466,-666666666,1958,1520,0,0,1520,0,0,0,0,76,0,165,87,132,282,246,92,923,0,45,25,"POLYGON ((-73.9680377869463 40.79724950791713, -73.96757478779998 40.79786950861329, -73.96711978863333 40.79850250934478, -73.96666178947075 40.79913251006379, -73.96620579030203 40.79976051077894, -73.9657107912025 40.80043651154078, -73.96286879710532 40.79923950532917, -73.96147780000479 40.79865350229854, -73.96003680301715 40.79803749914736, -73.96052280214481 40.79736849839885, -73.96097880132437 40.79673749768735, -73.96143980049075 40.79611049698833, -73.96189879965942 40.79547949627612, -73.96235879882316 40.79485149556913, -73.96283379795717 40.79420249483558, -73.96411079527888 40.79471049753554, -73.96430279487672 40.79478649794114, -73.96513179312861 40.79520449988096, -73.96562779208395 40.79545550104478, -73.96622579083342 40.79570450233732, -73.96663678997467 40.79587550322606, -73.96702178917067 40.79603650406081, -73.96712778894945 40.79608050429004, -73.96847578613918 40.79664250721353, -73.9680377869463 40.79724950791713))",36061018900
019000,Block Group 1; Census Tract 190; New York County; New York,49038,1020,37.3,97,607,0,84,0,175,57,78,272,1388,2000001,1960,658,140,33,485,0,0,8,0,42,38,135,11,8,134,13,41,348,0,0,91,"POLYGON ((-73.9496798231193 40.80202349371736, -73.94918682396445 40.80269949443289, -73.94872782474849 40.80333049509994, -73.94827282552319 40.80395649575991, -73.94808282591995 40.80387649534674, -73.94551883128726 40.80279448977805, -73.94530183174243 40.80270348930891, -73.94505183226708 40.80259848876831, -73.94550783149666 40.80197048811122, -73.94596783071603 40.80134148745508, -73.94632483010896 40.80085148694059, -73.94646182987537 40.80066448674486, -73.94697382900164 40.79996048600128, -73.9477908272804 40.80030948777459, -73.94862482552585 40.80066548958662, -73.95018582224856 40.80133149298391, -73.9496798231193 40.80202349371736))",36061019000
019000,Block Group 2; Census Tract 190; New York County; New York,118438,2699,39.8,672,1308,0,257,0,271,191,666,387,1362,861400,2005,1194,95,640,459,0,23,25,127,115,72,405,106,66,179,21,143,846,7,167,202,"POLYGON ((-73.9496798231193 40.80202349371736, -73.94918682396445 40.80269949443289, -73.94872782474849 40.80333049509994, -73.94827282552319 40.80395649575991, -73.94808282591995 40.80387649534674, -73.94551883128726 40.80279448977805, -73.94530183174243 40.80270348930891, -73.94505183226708 40.80259848876831, -73.94550783149666 40.80197048811122, -73.94596783071603 40.80134148745508, -73.94632483010896 40.80085148694059, -73.94646182987537 40.80066448674486, -73.94697382900164 40.79996048600128, -73.9477908272804 40.80030948777459, -73.94862482552585 40.80066548958662, -73.95018582224856 40.80133149298391, -73.9496798231193 40.80202349371736))",36061019000
019100,Block Group 1; Census Tract 191; New York County; New York,-666666666,1076,49.2,929,0,0,147,0,0,0,929,0,-666666666,1533500,1938,827,247,249,331,0,0,0,121,68,21,116,20,110,45,34,65,381,0,64,107,"POLYGON ((-73.97909376384717 40.80539153969736, -73.97886376427732 40.80570654006456, -73.97289877640897 40.80338252719989, -73.97265677690491 40.80327652665554, -73.97249977722579 40.80321652632102, -73.972355777519 40.80317152603546, -73.97027278178639 40.80235952157163, -73.9700467822511 40.80226452107362, -73.96858378526558 40.80163551782448, -73.96787778672014 40.80135351630427, -73.96717578817037 40.80105651475954, -73.9657107912025 40.80043651154078, -73.96620579030203 40.79976051077894, -73.96666178947075 40.79913251006379, -73.96711978863333 40.79850250934478, -73.96757478779998 40.79786950861329, -73.96900078483759 40.79847551174144, -73.97042278189181 40.79907051484807, -73.97192377878937 40.79970451814717, -73.97255377749164 40.79995251949588, -73.97424677400842 40.80064052317209, -73.97439077371223 40.8007025234926, -73.97471377304717 40.80085052423068, -73.98063376095138 40.80328253722415, -73.97909376384717 40.80539153969736))",36061019100
019100,Block Group 2; Census Tract 191; New York County; New York,208947,2253,49.5,1643,101,0,124,0,102,283,1514,366,2800,2000001,1938,1272,129,815,328,0,0,24,21,151,262,226,125,33,147,0,48,1041,0,99,222,"POLYGON ((-73.97909376384717 40.80539153969736, -73.97886376427732 40.80570654006456, -73.97289877640897 40.80338252719989, -73.97265677690491 40.80327652665554, -73.97249977722579 40.80321652632102, -73.972355777519 40.80317152603546, -73.97027278178639 40.80235952157163, -73.9700467822511 40.80226452107362, -73.96858378526558 40.80163551782448, -73.96787778672014 40.80135351630427, -73.96717578817037 40.80105651475954, -73.9657107912025 40.80043651154078, -73.96620579030203 40.79976051077894, -73.96666178947075 40.79913251006379, -73.96711978863333 40.79850250934478, -73.96757478779998 40.79786950861329, -73.96900078483759 40.79847551174144, -73.97042278189181 40.79907051484807, -73.97192377878937 40.79970451814717, -73.97255377749164 40.79995251949588, -73.97424677400842 40.80064052317209, -73.97439077371223 40.8007025234926, -73.97471377304717 40.80085052423068, -73.98063376095138 40.80328253722415, -73.97909376384717 40.80539153969736))",36061019100
019100,Block Group 3; Census Tract 191; New York County; New York,170217,1417,47.0,1013,217,0,1,0,7,179,871,247,2542,-666666666,1938,656,0,123,533,0,38,0,0,0,72,184,86,144,163,11,40,467,140,51,113,"POLYGON ((-73.97909376384717 40.80539153969736, -73.97886376427732 40.80570654006456, -73.97289877640897 40.80338252719989, -73.97265677690491 40.80327652665554, -73.97249977722579 40.80321652632102, -73.972355777519 40.80317152603546, -73.97027278178639 40.80235952157163, -73.9700467822511 40.80226452107362, -73.96858378526558 40.80163551782448, -73.96787778672014 40.80135351630427, -73.96717578817037 40.80105651475954, -73.9657107912025 40.80043651154078, -73.96620579030203 40.79976051077894, -73.96666178947075 40.79913251006379, -73.96711978863333 40.79850250934478, -73.96757478779998 40.79786950861329, -73.96900078483759 40.79847551174144, -73.97042278189181 40.79907051484807, -73.97192377878937 40.79970451814717, -73.97255377749164 40.79995251949588, -73.97424677400842 40.80064052317209, -73.97439077371223 40.8007025234926, -73.97471377304717 40.80085052423068, -73.98063376095138 40.80328253722415, -73.97909376384717 40.80539153969736))",36061019100
019100,Block Group 4; Census Tract 191; New York County; New York,72813,1313,42.0,957,265,0,50,0,41,0,957,72,-666666666,444400,1938,967,116,464,387,0,0,19,49,22,75,56,81,44,0,134,92,320,0,68,274,"POLYGON ((-73.97909376384717 40.80539153969736, -73.97886376427732 40.80570654006456, -73.97289877640897 40.80338252719989, -73.97265677690491 40.80327652665554, -73.97249977722579 40.80321652632102, -73.972355777519 40.80317152603546, -73.97027278178639 40.80235952157163, -73.9700467822511 40.80226452107362, -73.96858378526558 40.80163551782448, -73.96787778672014 40.80135351630427, -73.96717578817037 40.80105651475954, -73.9657107912025 40.80043651154078, -73.96620579030203 40.79976051077894, -73.96666178947075 40.79913251006379, -73.96711978863333 40.79850250934478, -73.96757478779998 40.79786950861329, -73.96900078483759 40.79847551174144, -73.97042278189181 40.79907051484807, -73.97192377878937 40.79970451814717, -73.97255377749164 40.79995251949588, -73.97424677400842 40.80064052317209, -73.97439077371223 40.8007025234926, -73.97471377304717 40.80085052423068, -73.98063376095138 40.80328253722415, -73.97909376384717 40.80539153969736))",36061019100
019100,Block Group 5; Census Tract 191; New York County; New York,-666666666,1637,50.1,781,481,0,156,0,100,119,573,560,1663,2000001,1938,661,61,176,424,0,12,26,10,213,88,74,0,16,15,19,0,345,9,119,129,"POLYGON ((-73.97909376384717 40.80539153969736, -73.97886376427732 40.80570654006456, -73.97289877640897 40.80338252719989, -73.97265677690491 40.80327652665554, -73.97249977722579 40.80321652632102, -73.972355777519 40.80317152603546, -73.97027278178639 40.80235952157163, -73.9700467822511 40.80226452107362, -73.96858378526558 40.80163551782448, -73.96787778672014 40.80135351630427, -73.96717578817037 40.80105651475954, -73.9657107912025 40.80043651154078, -73.96620579030203 40.79976051077894, -73.96666178947075 40.79913251006379, -73.96711978863333 40.79850250934478, -73.96757478779998 40.79786950861329, -73.96900078483759 40.79847551174144, -73.97042278189181 40.79907051484807, -73.97192377878937 40.79970451814717, -73.97255377749164 40.79995251949588, -73.97424677400842 40.80064052317209, -73.97439077371223 40.8007025234926, -73.97471377304717 40.80085052423068, -73.98063376095138 40.80328253722415, -73.97909376384717 40.80539153969736))",36061019100
019100,Block Group 6; Census Tract 191; New York County; New York,136153,837,29.4,663,21,0,107,0,0,46,618,66,3501,-666666666,1955,530,115,57,358,0,0,0,30,56,48,213,0,0,81,54,38,368,0,76,221,"POLYGON ((-73.97909376384717 40.80539153969736, -73.97886376427732 40.80570654006456, -73.97289877640897 40.80338252719989, -73.97265677690491 40.80327652665554, -73.97249977722579 40.80321652632102, -73.972355777519 40.80317152603546, -73.97027278178639 40.80235952157163, -73.9700467822511 40.80226452107362, -73.96858378526558 40.80163551782448, -73.96787778672014 40.80135351630427, -73.96717578817037 40.80105651475954, -73.9657107912025 40.80043651154078, -73.96620579030203 40.79976051077894, -73.96666178947075 40.79913251006379, -73.96711978863333 40.79850250934478, -73.96757478779998 40.79786950861329, -73.96900078483759 40.79847551174144, -73.97042278189181 40.79907051484807, -73.97192377878937 40.79970451814717, -73.97255377749164 40.79995251949588, -73.97424677400842 40.80064052317209, -73.97439077371223 40.8007025234926, -73.97471377304717 40.80085052423068, -73.98063376095138 40.80328253722415, -73.97909376384717 40.80539153969736))",36061019100
